id,text1,text2
ID-19623-SYSTEM-REFERENCE-BERT,"pulau sepa barat , satu di antara ribuan pulau yang ada di kepulauan seribu , dipilih menjadi pusat penangkaran hewan penyu .
hewan langka itu akan dilepaskan kembali ke habitat asal .
","untuk menyelamatkan spesies penyu , pemerintah menetapkan pulau sepa barat sebagai pusat penangkaran hewan langka .
hingga kini , 2 . 000 penyu hasil penangkaran telah dilepas ke laut lepas .
"
ID-19623-REFERENCE-SYSTEM-BERT,"untuk menyelamatkan spesies penyu , pemerintah menetapkan pulau sepa barat sebagai pusat penangkaran hewan langka .
hingga kini , 2 . 000 penyu hasil penangkaran telah dilepas ke laut lepas .
","pulau sepa barat , satu di antara ribuan pulau yang ada di kepulauan seribu , dipilih menjadi pusat penangkaran hewan penyu .
hewan langka itu akan dilepaskan kembali ke habitat asal .
"
ID-23924-SYSTEM-REFERENCE-PG,"sekitar 60 ribu hektare sawah di kabupaten tanggamus , lampung , terancam kekurangan pasokan air untuk irigasi .
kerusakan daerah resapan terbesar di lampung itu disebabkan adanya penebangan kayu dan pembukaan lahan liar liar .","akibat daerah resapan air bendungan batu tegi rusak , ribuan hektare sawah di tanggamus , lampung , terancam meranggas .
pemda lampung tengah mengupayakan program reboisasi .
"
ID-23924-REFERENCE-SYSTEM-PG,"akibat daerah resapan air bendungan batu tegi rusak , ribuan hektare sawah di tanggamus , lampung , terancam meranggas .
pemda lampung tengah mengupayakan program reboisasi .
","sekitar 60 ribu hektare sawah di kabupaten tanggamus , lampung , terancam kekurangan pasokan air untuk irigasi .
kerusakan daerah resapan terbesar di lampung itu disebabkan adanya penebangan kayu dan pembukaan lahan liar liar ."
ID-23924-SYSTEM-REFERENCE-BERT,"puluhan ribu hektare sawah di kabupaten tanggamus , lampung , terancam kekurangan pasokan air untuk irigasi .
pemda lampung tengah menanam kembali ribuan pohon kayu dari ebr rekan jenis .
","akibat daerah resapan air bendungan batu tegi rusak , ribuan hektare sawah di tanggamus , lampung , terancam meranggas .
pemda lampung tengah mengupayakan program reboisasi .
"
ID-23924-REFERENCE-SYSTEM-BERT,"akibat daerah resapan air bendungan batu tegi rusak , ribuan hektare sawah di tanggamus , lampung , terancam meranggas .
pemda lampung tengah mengupayakan program reboisasi .
","puluhan ribu hektare sawah di kabupaten tanggamus , lampung , terancam kekurangan pasokan air untuk irigasi .
pemda lampung tengah menanam kembali ribuan pohon kayu dari ebr rekan jenis .
"
ID-25255-SYSTEM-REFERENCE-PG,"mantan presiden habibie mengaku tak mengetahui nama yayasan raudhatul jannah sebagai penyalur sembako ke masyarakat .
dana itu akan digunakan untuk penyediaan sembilan bahan pokok dan jaring pengaman sosial ( jps ) kepada masyarakat .","mantan presiden habibie mengaku tak mengenal nama yayasan raudhatul jannah .
dana rp 54 , 6 miliar sedianya digunakan untuk jps dan pembagian sembako .
"
ID-25255-REFERENCE-SYSTEM-PG,"mantan presiden habibie mengaku tak mengenal nama yayasan raudhatul jannah .
dana rp 54 , 6 miliar sedianya digunakan untuk jps dan pembagian sembako .
","mantan presiden habibie mengaku tak mengetahui nama yayasan raudhatul jannah sebagai penyalur sembako ke masyarakat .
dana itu akan digunakan untuk penyediaan sembilan bahan pokok dan jaring pengaman sosial ( jps ) kepada masyarakat ."
ID-25255-SYSTEM-REFERENCE-BERT,"mantan presiden habibie membenarkan telah menyetujui pengunaan dana nonbujeter bulog senilai rp 54 , 6 miliar .
dia mengaku tak mengetahui nama yayasan raudhatul jannah sebagai penyalur sembako .
","mantan presiden habibie mengaku tak mengenal nama yayasan raudhatul jannah .
dana rp 54 , 6 miliar sedianya digunakan untuk jps dan pembagian sembako .
"
ID-25255-REFERENCE-SYSTEM-BERT,"mantan presiden habibie mengaku tak mengenal nama yayasan raudhatul jannah .
dana rp 54 , 6 miliar sedianya digunakan untuk jps dan pembagian sembako .
","mantan presiden habibie membenarkan telah menyetujui pengunaan dana nonbujeter bulog senilai rp 54 , 6 miliar .
dia mengaku tak mengetahui nama yayasan raudhatul jannah sebagai penyalur sembako .
"
ID-25937-SYSTEM-REFERENCE-PG,"pengurus besar nadhlatul ulama diharapkan dapat menjadi mediator antara kubu alwi shihab dan kubu matori abdul djalil .
nu akan menjadi mediator untuk pertemuan pkb alwi dan matori .
rencananya , nu akan menjadi mediator .","pbnu diharapkan menjadi mediator antara kubu alwi shihab dan matori abdul djalil sebelum mlb pkb digelar .
alwi membenarkan adanya rencana pkb untuk memanggil matori kembali .
"
ID-25937-REFERENCE-SYSTEM-PG,"pbnu diharapkan menjadi mediator antara kubu alwi shihab dan matori abdul djalil sebelum mlb pkb digelar .
alwi membenarkan adanya rencana pkb untuk memanggil matori kembali .
","pengurus besar nadhlatul ulama diharapkan dapat menjadi mediator antara kubu alwi shihab dan kubu matori abdul djalil .
nu akan menjadi mediator untuk pertemuan pkb alwi dan matori .
rencananya , nu akan menjadi mediator ."
ID-25937-SYSTEM-REFERENCE-BERT,"pengurus besar nadhlatul ulama diharapkan dapat menjadi mediator antara kubu alwi shihab dan matori abdul djalil .
pbnu akan menjadi mediator untuk pertemuan pkb alwi dan matori .
","pbnu diharapkan menjadi mediator antara kubu alwi shihab dan matori abdul djalil sebelum mlb pkb digelar .
alwi membenarkan adanya rencana pkb untuk memanggil matori kembali .
"
ID-25937-REFERENCE-SYSTEM-BERT,"pbnu diharapkan menjadi mediator antara kubu alwi shihab dan matori abdul djalil sebelum mlb pkb digelar .
alwi membenarkan adanya rencana pkb untuk memanggil matori kembali .
","pengurus besar nadhlatul ulama diharapkan dapat menjadi mediator antara kubu alwi shihab dan matori abdul djalil .
pbnu akan menjadi mediator untuk pertemuan pkb alwi dan matori .
"
ID-19537-SYSTEM-REFERENCE-PG,"polda metro jaya akan memeriksa mitra usaha pemilik bengkel harjuni , tito singgih , suami siti hutami adiningsih alias mamiek soeharto , suami siti hutami adiningsih alias mamiek soeharto , suami siti hutami adiningsih alias mamiek soeharto .","dari sepuluh mobil mewah yang diduga milik tommy soeharto , tujuh di antaranya tak ber-stnk dan bpkb .
polda metro jaya memeriksa rekan bisnis pemilik bengkel harjuni bernama tito .
"
ID-19537-REFERENCE-SYSTEM-PG,"dari sepuluh mobil mewah yang diduga milik tommy soeharto , tujuh di antaranya tak ber-stnk dan bpkb .
polda metro jaya memeriksa rekan bisnis pemilik bengkel harjuni bernama tito .
","polda metro jaya akan memeriksa mitra usaha pemilik bengkel harjuni , tito singgih , suami siti hutami adiningsih alias mamiek soeharto , suami siti hutami adiningsih alias mamiek soeharto , suami siti hutami adiningsih alias mamiek soeharto ."
ID-19537-SYSTEM-REFERENCE-BERT,"tujuh dari sepuluh mobil mewah yang disita polda metro jaya ternyata tak dilengkapi surat tanda nomor kendaraan dan buku pemilik kendaraan bermotor .
polisi desersi sejak tiga bulan silan buron .
","dari sepuluh mobil mewah yang diduga milik tommy soeharto , tujuh di antaranya tak ber-stnk dan bpkb .
polda metro jaya memeriksa rekan bisnis pemilik bengkel harjuni bernama tito .
"
ID-19537-REFERENCE-SYSTEM-BERT,"dari sepuluh mobil mewah yang diduga milik tommy soeharto , tujuh di antaranya tak ber-stnk dan bpkb .
polda metro jaya memeriksa rekan bisnis pemilik bengkel harjuni bernama tito .
","tujuh dari sepuluh mobil mewah yang disita polda metro jaya ternyata tak dilengkapi surat tanda nomor kendaraan dan buku pemilik kendaraan bermotor .
polisi desersi sejak tiga bulan silan buron .
"
ID-16091-SYSTEM-REFERENCE-PG,"di tahun 2001 , penjualan obat tradisional mencapai satu triliun rupiah atau mencapai 10 persen volume pasar obat generik .
indonesia memiliki keanekaragaman hayati berupa 30 ribu jenis tumbuhan yang seribu jenis di antaranya berkhasiat sebagai obat .","penjualan obat tradisional di indonesia telah mencapai 10 persen volume obat farmasi dan menyamai pasar obat generik .
potensi itu belum dimanfaatkan sepenuhnya oleh dunia medis di indonesia .
"
ID-16091-REFERENCE-SYSTEM-PG,"penjualan obat tradisional di indonesia telah mencapai 10 persen volume obat farmasi dan menyamai pasar obat generik .
potensi itu belum dimanfaatkan sepenuhnya oleh dunia medis di indonesia .
","di tahun 2001 , penjualan obat tradisional mencapai satu triliun rupiah atau mencapai 10 persen volume pasar obat generik .
indonesia memiliki keanekaragaman hayati berupa 30 ribu jenis tumbuhan yang seribu jenis di antaranya berkhasiat sebagai obat ."
ID-16091-SYSTEM-REFERENCE-BERT,"konsumsi obat tradisional di indonesia dalam lima tahun terakhir terus meningkat .
di tahun 2001 , penjualan obat tradisional mencapai satu triliun rupiah atau mencapai 10 persen volume pasar obat generik .
","penjualan obat tradisional di indonesia telah mencapai 10 persen volume obat farmasi dan menyamai pasar obat generik .
potensi itu belum dimanfaatkan sepenuhnya oleh dunia medis di indonesia .
"
ID-16091-REFERENCE-SYSTEM-BERT,"penjualan obat tradisional di indonesia telah mencapai 10 persen volume obat farmasi dan menyamai pasar obat generik .
potensi itu belum dimanfaatkan sepenuhnya oleh dunia medis di indonesia .
","konsumsi obat tradisional di indonesia dalam lima tahun terakhir terus meningkat .
di tahun 2001 , penjualan obat tradisional mencapai satu triliun rupiah atau mencapai 10 persen volume pasar obat generik .
"
ID-23641-SYSTEM-REFERENCE-PG,"fatwa mui melarang thm beroperasi selama bulan ramadan .
permintaan itu terungkap saat apel akbar ramadan yang diikuti 500 laskar jundullah di monumen pembebasan irian barat di makassar , sulawesi selatan , baru-baru ini .","ratusan laskar jundullah dari berbagai daerah di sulawesi selatan menggelar apel akbar ramadhan .
mereka mengancam akan menindak tegas tempat hiburan malam yang melanggar fatwa mui .
"
ID-23641-REFERENCE-SYSTEM-PG,"ratusan laskar jundullah dari berbagai daerah di sulawesi selatan menggelar apel akbar ramadhan .
mereka mengancam akan menindak tegas tempat hiburan malam yang melanggar fatwa mui .
","fatwa mui melarang thm beroperasi selama bulan ramadan .
permintaan itu terungkap saat apel akbar ramadan yang diikuti 500 laskar jundullah di monumen pembebasan irian barat di makassar , sulawesi selatan , baru-baru ini ."
ID-23641-SYSTEM-REFERENCE-BERT,"pemda tingkat i dan pemda tingkat ii se - sulawesi selatan diminta menindak tegas pengusaha tempat hiburan malam yang melanggar fatwa mui .
mereka akan menurunkan tim pemantau thm selama bulan ramadan .
","ratusan laskar jundullah dari berbagai daerah di sulawesi selatan menggelar apel akbar ramadhan .
mereka mengancam akan menindak tegas tempat hiburan malam yang melanggar fatwa mui .
"
ID-23641-REFERENCE-SYSTEM-BERT,"ratusan laskar jundullah dari berbagai daerah di sulawesi selatan menggelar apel akbar ramadhan .
mereka mengancam akan menindak tegas tempat hiburan malam yang melanggar fatwa mui .
","pemda tingkat i dan pemda tingkat ii se - sulawesi selatan diminta menindak tegas pengusaha tempat hiburan malam yang melanggar fatwa mui .
mereka akan menurunkan tim pemantau thm selama bulan ramadan .
"
ID-15646-SYSTEM-REFERENCE-PG,"sejak awal , tak terbersit keinginan theo f .
toemion terjun ke dunia politik untuk mencari jabatan .
namun , sebagai profesional , anggota dpr dari fraksi pdip ini bersedia di tempatkan dimana pun untuk menuntaskan kemelut .","kepala badan koordinasi penanaman modal tak mau terlalu jauh memasang target .
theo f .
toemion optimistis investor akan datang jika ada kepastian politik dan keamanan .
"
ID-15646-REFERENCE-SYSTEM-PG,"kepala badan koordinasi penanaman modal tak mau terlalu jauh memasang target .
theo f .
toemion optimistis investor akan datang jika ada kepastian politik dan keamanan .
","sejak awal , tak terbersit keinginan theo f .
toemion terjun ke dunia politik untuk mencari jabatan .
namun , sebagai profesional , anggota dpr dari fraksi pdip ini bersedia di tempatkan dimana pun untuk menuntaskan kemelut ."
ID-15646-SYSTEM-REFERENCE-BERT,"sebagai profesional , theo f .
toemion bersedia menjadi bagian dari penyelesaian krisis .
ketua bkpm berjanji menginventarisir investor yang sukses dan membeberkan kisah itu pada dunia internasional dan aparat keamanan .
","kepala badan koordinasi penanaman modal tak mau terlalu jauh memasang target .
theo f .
toemion optimistis investor akan datang jika ada kepastian politik dan keamanan .
"
ID-15646-REFERENCE-SYSTEM-BERT,"kepala badan koordinasi penanaman modal tak mau terlalu jauh memasang target .
theo f .
toemion optimistis investor akan datang jika ada kepastian politik dan keamanan .
","sebagai profesional , theo f .
toemion bersedia menjadi bagian dari penyelesaian krisis .
ketua bkpm berjanji menginventarisir investor yang sukses dan membeberkan kisah itu pada dunia internasional dan aparat keamanan .
"
ID-13742-SYSTEM-REFERENCE-PG,"sebanyak 220 murid sekolah dasar negeri 12 sungaisapih , padang , sumatra barat , terancam tak dapat menuntut ilmu .
pemilik tanah dan bangunan itu mengancam akan menggembok gedung tempat belajar mengajar itu di tempat belajar .","ratusan murid sdn 12 sungaisapih , padang , terancam tak bisa bersekolah .
soalnya , keluarga pemilik tanah yang telah mewakafkan tanahnya mendadak meminta uang ganti rugi .
"
ID-13742-REFERENCE-SYSTEM-PG,"ratusan murid sdn 12 sungaisapih , padang , terancam tak bisa bersekolah .
soalnya , keluarga pemilik tanah yang telah mewakafkan tanahnya mendadak meminta uang ganti rugi .
","sebanyak 220 murid sekolah dasar negeri 12 sungaisapih , padang , sumatra barat , terancam tak dapat menuntut ilmu .
pemilik tanah dan bangunan itu mengancam akan menggembok gedung tempat belajar mengajar itu di tempat belajar ."
ID-13742-SYSTEM-REFERENCE-BERT,"gara - gara pemilik tanah tak membayar sisa uang tanah , ratusan murid sdn 12 sungaisapih , padang , sumbar , terancam tak dapat menuntut ilmu .
pemda padang diminta menalangi sisa pembayaran sisa uang itu .
","ratusan murid sdn 12 sungaisapih , padang , terancam tak bisa bersekolah .
soalnya , keluarga pemilik tanah yang telah mewakafkan tanahnya mendadak meminta uang ganti rugi .
"
ID-13742-REFERENCE-SYSTEM-BERT,"ratusan murid sdn 12 sungaisapih , padang , terancam tak bisa bersekolah .
soalnya , keluarga pemilik tanah yang telah mewakafkan tanahnya mendadak meminta uang ganti rugi .
","gara - gara pemilik tanah tak membayar sisa uang tanah , ratusan murid sdn 12 sungaisapih , padang , sumbar , terancam tak dapat menuntut ilmu .
pemda padang diminta menalangi sisa pembayaran sisa uang itu .
"
ID-21809-SYSTEM-REFERENCE-PG,"front pembela islam lampung telah memberangkatkan 219 orang sukarelawan jihad ke afghanistan .
permohonan visa ke afghanistan sangat sulit .
fpi lampung kewalahan menampung sukarelawan jihad karena masih banyak yang baru mendaftar di lapangan .","front pembela islam lampung mengaku telah memberangkatkan 219 sukarelawan jihad ke afghanistan .
para sukarelawan diberangkatkan melalui malaysia dan arab saudi .
"
ID-21809-REFERENCE-SYSTEM-PG,"front pembela islam lampung mengaku telah memberangkatkan 219 sukarelawan jihad ke afghanistan .
para sukarelawan diberangkatkan melalui malaysia dan arab saudi .
","front pembela islam lampung telah memberangkatkan 219 orang sukarelawan jihad ke afghanistan .
permohonan visa ke afghanistan sangat sulit .
fpi lampung kewalahan menampung sukarelawan jihad karena masih banyak yang baru mendaftar di lapangan ."
ID-21809-SYSTEM-REFERENCE-BERT,"fpi lampung memberangkatkan 219 orang sukarelawan jihad ke afghanistan .
para sukarelawan dikirim dari luar negeri menempuh jalur negara lain seperti malaysia dan arab saudi , sebelum menuju afghanistan .
","front pembela islam lampung mengaku telah memberangkatkan 219 sukarelawan jihad ke afghanistan .
para sukarelawan diberangkatkan melalui malaysia dan arab saudi .
"
ID-21809-REFERENCE-SYSTEM-BERT,"front pembela islam lampung mengaku telah memberangkatkan 219 sukarelawan jihad ke afghanistan .
para sukarelawan diberangkatkan melalui malaysia dan arab saudi .
","fpi lampung memberangkatkan 219 orang sukarelawan jihad ke afghanistan .
para sukarelawan dikirim dari luar negeri menempuh jalur negara lain seperti malaysia dan arab saudi , sebelum menuju afghanistan .
"
ID-22544-SYSTEM-REFERENCE-PG,"panmus dprd surabaya , jatim , mengancam menggelar sidang paripurna untuk meminta pertanggungjawaban wali kota sunarto sumoprawiro .
anggota dewan bakal memutuskan menggelar sidang paripurna jika sunarto tak datang pada pemanggilan kedua .
bahkan , dprd berencana memanggil sunarto .","absennya wali kota surabaya sunarto dari tugas menyebabkan panitia musyawarah dprd mengancam melakukan sidang paripurna .
hari ini , dprd surabaya berencana memanggil sunarto kembali .
"
ID-22544-REFERENCE-SYSTEM-PG,"absennya wali kota surabaya sunarto dari tugas menyebabkan panitia musyawarah dprd mengancam melakukan sidang paripurna .
hari ini , dprd surabaya berencana memanggil sunarto kembali .
","panmus dprd surabaya , jatim , mengancam menggelar sidang paripurna untuk meminta pertanggungjawaban wali kota sunarto sumoprawiro .
anggota dewan bakal memutuskan menggelar sidang paripurna jika sunarto tak datang pada pemanggilan kedua .
bahkan , dprd berencana memanggil sunarto ."
ID-22544-SYSTEM-REFERENCE-BERT,"dprd surabaya , jawa timur , mengancam menggelar sidang paripurna untuk meminta pertanggungjawaban wali kota sunarto sumoprawiro .
dprd akan memanggil kembali sunarto , jumat ini .
","absennya wali kota surabaya sunarto dari tugas menyebabkan panitia musyawarah dprd mengancam melakukan sidang paripurna .
hari ini , dprd surabaya berencana memanggil sunarto kembali .
"
ID-22544-REFERENCE-SYSTEM-BERT,"absennya wali kota surabaya sunarto dari tugas menyebabkan panitia musyawarah dprd mengancam melakukan sidang paripurna .
hari ini , dprd surabaya berencana memanggil sunarto kembali .
","dprd surabaya , jawa timur , mengancam menggelar sidang paripurna untuk meminta pertanggungjawaban wali kota sunarto sumoprawiro .
dprd akan memanggil kembali sunarto , jumat ini .
"
ID-16411-SYSTEM-REFERENCE-PG,"sebanyak 60 personel brimob disiagakan di rumah dinas kapolri di jalan pattimura nomor 37 , jakarta selatan .
rumah dinas kapolri yang berjarak 300 meter dari mabes polri dijaga pasukan panser dan kendaraan taktis brimob .","rumah dinas kapolri dan kapolda metro jaya dijaga ketat , menyusul perintah presiden wahid untuk menangkap keduanya .
dua peleton brimob dilengkapi panser dan kendaraan taktis menjaga kediaman kapolri .
"
ID-16411-REFERENCE-SYSTEM-PG,"rumah dinas kapolri dan kapolda metro jaya dijaga ketat , menyusul perintah presiden wahid untuk menangkap keduanya .
dua peleton brimob dilengkapi panser dan kendaraan taktis menjaga kediaman kapolri .
","sebanyak 60 personel brimob disiagakan di rumah dinas kapolri di jalan pattimura nomor 37 , jakarta selatan .
rumah dinas kapolri yang berjarak 300 meter dari mabes polri dijaga pasukan panser dan kendaraan taktis brimob ."
ID-16411-SYSTEM-REFERENCE-BERT,"sebanyak 60 personel brigade mobil disiagakan di rumah dinas kapolri di jalan pattimura nomor 37 , jaksel .
rumah dinas kapolda metro jaya irjen pol .
sofjan jacoeb juga dijaga sejumlah polisi .
","rumah dinas kapolri dan kapolda metro jaya dijaga ketat , menyusul perintah presiden wahid untuk menangkap keduanya .
dua peleton brimob dilengkapi panser dan kendaraan taktis menjaga kediaman kapolri .
"
ID-16411-REFERENCE-SYSTEM-BERT,"rumah dinas kapolri dan kapolda metro jaya dijaga ketat , menyusul perintah presiden wahid untuk menangkap keduanya .
dua peleton brimob dilengkapi panser dan kendaraan taktis menjaga kediaman kapolri .
","sebanyak 60 personel brigade mobil disiagakan di rumah dinas kapolri di jalan pattimura nomor 37 , jaksel .
rumah dinas kapolda metro jaya irjen pol .
sofjan jacoeb juga dijaga sejumlah polisi .
"
ID-14625-SYSTEM-REFERENCE-PG,"pemilihan wali kota yang berlangsung di gedung dprd ii salatiga , jawa tengah , membuat massa pendukung masing-masing mendukung calon mereka .
mereka meminta totok dan jhon melakukan perubahan sesuai dengan keinginan masyarakat salatiga .","untuk mengamankan dari aksi massa pendukung calon , polisi , tentara dan satgas partai politik menjaga ketat proses pemilihan wali kota salatiga , jawa tengah .
totok minarto dari pan memenangkan pemilihan itu .
"
ID-14625-REFERENCE-SYSTEM-PG,"untuk mengamankan dari aksi massa pendukung calon , polisi , tentara dan satgas partai politik menjaga ketat proses pemilihan wali kota salatiga , jawa tengah .
totok minarto dari pan memenangkan pemilihan itu .
","pemilihan wali kota yang berlangsung di gedung dprd ii salatiga , jawa tengah , membuat massa pendukung masing-masing mendukung calon mereka .
mereka meminta totok dan jhon melakukan perubahan sesuai dengan keinginan masyarakat salatiga ."
ID-14625-SYSTEM-REFERENCE-BERT,"ratusan personel kepolisian , tni dan satuan tugas partai politik menjaga ketat gedung dprd ii salatiga , jawa tengah .
pemilihan wali kota periode 2001 - 2006 berlangsung di gedung itu .
","untuk mengamankan dari aksi massa pendukung calon , polisi , tentara dan satgas partai politik menjaga ketat proses pemilihan wali kota salatiga , jawa tengah .
totok minarto dari pan memenangkan pemilihan itu .
"
ID-14625-REFERENCE-SYSTEM-BERT,"untuk mengamankan dari aksi massa pendukung calon , polisi , tentara dan satgas partai politik menjaga ketat proses pemilihan wali kota salatiga , jawa tengah .
totok minarto dari pan memenangkan pemilihan itu .
","ratusan personel kepolisian , tni dan satuan tugas partai politik menjaga ketat gedung dprd ii salatiga , jawa tengah .
pemilihan wali kota periode 2001 - 2006 berlangsung di gedung itu .
"
ID-17902-SYSTEM-REFERENCE-PG,"untuk memuluskan pelaksanaan program tersebut , dorodjatun berjanji akan melakukan lobi-lobi intensif dengan parlemen .
ekonom yang sempat ditahan karena terlibat dalam peristiwa malapetaka 15 januari ini menyelesaikan studi di fakultas ekonomi universitas indonesia .","menteri koordinator bidang perekonomian dorodjatun kuntjoro-jakti siap menghadapi pekerjaan barunya .
ia memiliki tiga program untuk memulihkan ekonomi nasional .
"
ID-17902-REFERENCE-SYSTEM-PG,"menteri koordinator bidang perekonomian dorodjatun kuntjoro-jakti siap menghadapi pekerjaan barunya .
ia memiliki tiga program untuk memulihkan ekonomi nasional .
","untuk memuluskan pelaksanaan program tersebut , dorodjatun berjanji akan melakukan lobi-lobi intensif dengan parlemen .
ekonom yang sempat ditahan karena terlibat dalam peristiwa malapetaka 15 januari ini menyelesaikan studi di fakultas ekonomi universitas indonesia ."
ID-17902-SYSTEM-REFERENCE-BERT,"menko perekonomian dorodjatun kuntjoro - jakti telah menyiapkan sedikitnya tiga program utama pemulihan ekonomi nasional yang bisa diterima pasar .
tiga program itu , antara lain pembayaran utang luar negeri , desentralisasi daerah , dan tenaga kerja .
","menteri koordinator bidang perekonomian dorodjatun kuntjoro-jakti siap menghadapi pekerjaan barunya .
ia memiliki tiga program untuk memulihkan ekonomi nasional .
"
ID-17902-REFERENCE-SYSTEM-BERT,"menteri koordinator bidang perekonomian dorodjatun kuntjoro-jakti siap menghadapi pekerjaan barunya .
ia memiliki tiga program untuk memulihkan ekonomi nasional .
","menko perekonomian dorodjatun kuntjoro - jakti telah menyiapkan sedikitnya tiga program utama pemulihan ekonomi nasional yang bisa diterima pasar .
tiga program itu , antara lain pembayaran utang luar negeri , desentralisasi daerah , dan tenaga kerja .
"
ID-25962-SYSTEM-REFERENCE-PG,"kondisi kesehatan mantan presiden soeharto kini mulai pulih dari penyakit pneumonia atau radang paru-paru yang dideritanya .
kondisi organ-organ tubuh mantan penguasa terlama di tanah air belum dapat berfungsi normal , sehingga daya tahan tubuhnya belum pulih .","kendati kondisi kesehatan berangsur baik , mantan presiden soeharto tetap tak diizinkan meninggalkan rumah sakit dalam waktu dekat .
diperkirakan soeharto akan semakin membaik pada pekan mendatang .
"
ID-25962-REFERENCE-SYSTEM-PG,"kendati kondisi kesehatan berangsur baik , mantan presiden soeharto tetap tak diizinkan meninggalkan rumah sakit dalam waktu dekat .
diperkirakan soeharto akan semakin membaik pada pekan mendatang .
","kondisi kesehatan mantan presiden soeharto kini mulai pulih dari penyakit pneumonia atau radang paru-paru yang dideritanya .
kondisi organ-organ tubuh mantan penguasa terlama di tanah air belum dapat berfungsi normal , sehingga daya tahan tubuhnya belum pulih ."
ID-25962-SYSTEM-REFERENCE-BERT,"kondisi kesehatan mantan presiden soeharto kini mulai pulih dari penyakit pneumonia atau radang paru - paru yang dideritanya .
tim dokter masih akan mengawasi soeharto dengan ketat .
","kendati kondisi kesehatan berangsur baik , mantan presiden soeharto tetap tak diizinkan meninggalkan rumah sakit dalam waktu dekat .
diperkirakan soeharto akan semakin membaik pada pekan mendatang .
"
ID-25962-REFERENCE-SYSTEM-BERT,"kendati kondisi kesehatan berangsur baik , mantan presiden soeharto tetap tak diizinkan meninggalkan rumah sakit dalam waktu dekat .
diperkirakan soeharto akan semakin membaik pada pekan mendatang .
","kondisi kesehatan mantan presiden soeharto kini mulai pulih dari penyakit pneumonia atau radang paru - paru yang dideritanya .
tim dokter masih akan mengawasi soeharto dengan ketat .
"
ID-25095-SYSTEM-REFERENCE-PG,"sekitar 28 ribu armada telah disiapkan untuk mengantisipasi arus pemudik lebaran tahun ini .
armada tambahan itu berasal dari sejumlah perusahaan bus yang beroperasi di ibu kota , di antaranya mayasari bhakti , damri , dan bianglala .","puluhan ribu armada bus telah disiapkan untuk mengantisipasi arus mudik lebaran tahun ini .
organda bekerja sama dengan dephub dan kepolisian mendirikan pusat pengaduan bagi penumpang .
"
ID-25095-REFERENCE-SYSTEM-PG,"puluhan ribu armada bus telah disiapkan untuk mengantisipasi arus mudik lebaran tahun ini .
organda bekerja sama dengan dephub dan kepolisian mendirikan pusat pengaduan bagi penumpang .
","sekitar 28 ribu armada telah disiapkan untuk mengantisipasi arus pemudik lebaran tahun ini .
armada tambahan itu berasal dari sejumlah perusahaan bus yang beroperasi di ibu kota , di antaranya mayasari bhakti , damri , dan bianglala ."
ID-25095-SYSTEM-REFERENCE-BERT,"sekitar 28 ribu armada telah disiapkan untuk mengantisipasi arus pemudik lebaran tahun ini .
sekitar seribu lebih armada tambahan juga akan disiapkan untuk penumpang yang tak terangkut bus .
","puluhan ribu armada bus telah disiapkan untuk mengantisipasi arus mudik lebaran tahun ini .
organda bekerja sama dengan dephub dan kepolisian mendirikan pusat pengaduan bagi penumpang .
"
ID-25095-REFERENCE-SYSTEM-BERT,"puluhan ribu armada bus telah disiapkan untuk mengantisipasi arus mudik lebaran tahun ini .
organda bekerja sama dengan dephub dan kepolisian mendirikan pusat pengaduan bagi penumpang .
","sekitar 28 ribu armada telah disiapkan untuk mengantisipasi arus pemudik lebaran tahun ini .
sekitar seribu lebih armada tambahan juga akan disiapkan untuk penumpang yang tak terangkut bus .
"
ID-24887-SYSTEM-REFERENCE-PG,"pt kai mencatat sekitar 1 .
000 calon pembeli tiket dapat dilayani dalam tempo tiga jam .
pt kai melibatkan 25 personel polisi berseragam dan lima personel intel .
mereka ditempatkan di sekitar antrean .","pelayanan penjualan tiket kereta khususnya , kelas eksekutif sudah mulai tertib .
pt kai melibatkan 30 personel polisi untuk memberikan rasa aman kepada masyarakat di sekitar antrean .
"
ID-24887-REFERENCE-SYSTEM-PG,"pelayanan penjualan tiket kereta khususnya , kelas eksekutif sudah mulai tertib .
pt kai melibatkan 30 personel polisi untuk memberikan rasa aman kepada masyarakat di sekitar antrean .
","pt kai mencatat sekitar 1 .
000 calon pembeli tiket dapat dilayani dalam tempo tiga jam .
pt kai melibatkan 25 personel polisi berseragam dan lima personel intel .
mereka ditempatkan di sekitar antrean ."
ID-24887-SYSTEM-REFERENCE-BERT,"calon pembeli tiket kereta api di stasiun juanda , jakarta pusat , cukup tertib kendati antre cukup panjang .
pt kai mencatat , sekitar 1 . 000 calon pembeli dapat dilayani dalam tempo tiga jam .
","pelayanan penjualan tiket kereta khususnya , kelas eksekutif sudah mulai tertib .
pt kai melibatkan 30 personel polisi untuk memberikan rasa aman kepada masyarakat di sekitar antrean .
"
ID-24887-REFERENCE-SYSTEM-BERT,"pelayanan penjualan tiket kereta khususnya , kelas eksekutif sudah mulai tertib .
pt kai melibatkan 30 personel polisi untuk memberikan rasa aman kepada masyarakat di sekitar antrean .
","calon pembeli tiket kereta api di stasiun juanda , jakarta pusat , cukup tertib kendati antre cukup panjang .
pt kai mencatat , sekitar 1 . 000 calon pembeli dapat dilayani dalam tempo tiga jam .
"
